region,ownd,inc,sex,wlth,donr,RANGE_gifa,RANGE_gifdol,RANGE_gifl,RANGE_gifr,RANGE_hv,RANGE_incavg,RANGE_incmed,RANGE_kids,RANGE_lag,RANGE_low,RANGE_mdon,RANGE_npro,_WARN_,U_donr,b_donr,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION
ter1,1,1,0,8,,0.185486171,0.011794872,0.028169014,0.046511628,0.491654021,0.366300366,0.16254417,0,0.303030303,0.022988506,0.542857143,0.080745342,,0,13,13,0.141659806,0.858340194,0
ter1,1,7,0,0,,0.161676647,0.024102564,0.015649452,0.040697674,0.157814871,0.205128205,0.201413428,0,0.121212121,0.045977011,0.285714286,0.267080745,,0,12,12,0.368712661,0.631287339,0
ter5,1,4,0,9,,0.212859994,0.022051282,0.070422535,0.058139535,0.374810319,0.315018315,0.272084806,0.6,0.03030303,0,0.228571429,0.385093168,,0,12,12,0.364630171,0.635369829,0
ter1,1,4,0,8,,0.197034502,0.023076923,0.020344288,0.127906977,0.226100152,0.212454212,0.127208481,0.4,0.060606061,0.206896552,0.428571429,0.192546584,,1,8,8,0.811217469,0.811217469,1
ter3,1,2,1,9,,0.136726547,0.051794872,0.050078247,0.203488372,0.159332322,0.139194139,0.151943463,0.4,0.121212121,0.068965517,0.257142857,0.565217391,,0,14,14,0.061169505,0.938830495,0
ter2,1,4,1,4,,0.216281722,0.153333333,0.056338028,0.261627907,0.101669196,0.054945055,0.053003534,0,0.151515152,0.482758621,0.257142857,0.664596273,,1,2,2,0.993086793,0.993086793,1
ter2,1,4,0,9,,0.06130596,0.011794872,0.009389671,0.046511628,0.270106222,0.227106227,0.254416961,0,0.181818182,0.08045977,0.371428571,0.093167702,,1,1,1,0.99709776,0.99709776,1
ter5,1,4,1,4,,0.049472484,0.008205128,0.009389671,0.034883721,0.106221548,0.076923077,0.084805654,0.4,0.121212121,0.149425287,0.342857143,0.074534161,,0,15,15,0.049500563,0.950499437,0
ter1,1,1,0,8,,0.088964927,0.033846154,0.010954617,0.029069767,0.596358118,0.47985348,0.477031802,0.4,0.151515152,0,0.457142857,0.552795031,,0,14,14,0.111185397,0.888814603,0
ter3,1,6,1,9,,0.085828343,0.038974359,0.025039124,0.081395349,0.15477997,0.153846154,0.166077739,0.2,0.121212121,0.045977011,0.542857143,0.472049689,,0,14,14,0.104068118,0.895931882,0
ter3,1,4,1,9,,0.165240947,0.025641026,0.023474178,0.127906977,0.172989378,0.172161172,0.081272085,0,0.393939394,0.114942529,0.485714286,0.242236025,,1,8,8,0.841239332,0.841239332,1
ter4,1,7,0,7,,0.219560878,0.013846154,0.03286385,0.13372093,0.115326252,0.084249084,0.116607774,0,0.121212121,0.103448276,0.485714286,0.105590062,,0,11,11,0.473092984,0.526907016,0
ter2,1,7,1,4,,0.111776447,0.049230769,0.037558685,0.145348837,0.012139605,0.010989011,0.007067138,1,0.090909091,0.91954023,0.371428571,0.422360248,,0,20,20,6.97788E-05,0.999930221,0
ter2,1,4,0,0,,0.024094668,0.06,0.00312989,0.029069767,0.254931715,0.223443223,0.180212014,0.4,0.636363636,0.034482759,0.428571429,0.453416149,,0,16,16,0.015718438,0.984281562,0
ter5,1,4,0,2,,0.142429427,0.008717949,0.020344288,0.075581395,0.112291351,0.073260073,0.070671378,0.8,0.575757576,0.448275862,0.428571429,0.068322981,,0,20,20,4.37413E-06,0.999995626,0
ter5,1,4,0,5,,0.04847448,0.015384615,0.010954617,0.040697674,0.508345979,0.340659341,0.356890459,0,0.121212121,0,0.314285714,0.192546584,,1,5,5,0.942235396,0.942235396,1
ter4,0,1,0,1,,0.130738523,0.021538462,0.020344288,0.046511628,0.153262519,0.065934066,0.077738516,0.6,0.272727273,0.344827586,0.142857143,0.248447205,,0,20,20,4.01459E-07,0.999999599,0
ter3,1,5,1,5,,0.065012831,0.031282051,0.006259781,0.023255814,0.206373293,0.245421245,0.166077739,0.6,0.242424242,0.057471264,0.085714286,0.211180124,,0,17,17,0.00533384,0.99466616,0
ter5,1,4,1,8,,0.052894212,0.028205128,0.004694836,0.011627907,0.053110774,0.032967033,0.035335689,0,0.212121212,0.459770115,0.057142857,0.267080745,,1,11,11,0.54206697,0.54206697,1
ter3,1,6,1,9,,0.199173082,0.015897436,0.031298905,0.075581395,0.230652504,0.113553114,0.137809187,0.8,0.121212121,0.114942529,0.485714286,0.161490683,,0,19,19,0.000519578,0.999480422,0
ter2,0,4,1,6,,0.130595951,0.016923077,0.012519562,0.052325581,0.317147193,0.21978022,0.144876325,0.6,0.242424242,0.068965517,0.314285714,0.086956522,,0,16,16,0.013198831,0.986801169,0
ter2,1,4,1,8,,0.057171372,0.03025641,0.012519562,0.01744186,0.162367223,0.091575092,0.123674912,0.6,0.303030303,0.068965517,0.542857143,0.316770186,,1,10,10,0.660954352,0.660954352,1
ter3,1,3,0,6,,0.170801255,0.036923077,0.023474178,0.191860465,0.106221548,0.084249084,0.060070671,0,0.727272727,0.367816092,0.371428571,0.341614907,,0,13,13,0.227995438,0.772004562,0
ter2,1,7,1,6,,0.157256915,0.044102564,0.023474178,0.139534884,0.15477997,0.076923077,0.084805654,0,0.151515152,0.149425287,0.228571429,0.602484472,,1,6,6,0.937035548,0.937035548,1
ter1,1,7,0,8,,0.100940975,0.031794872,0.020344288,0.040697674,0.218512898,0.208791209,0.236749117,0.4,0.212121212,0.126436782,0.6,0.372670807,,0,16,16,0.01982212,0.98017788,0
ter3,0,3,1,5,,0.116766467,0.028205128,0.026604069,0.110465116,0.15629742,0.084249084,0.049469965,0.2,0.090909091,0.298850575,0.657142857,0.608695652,,0,18,18,0.002166109,0.997833891,0
ter1,1,1,1,9,,0.198175078,0.016410256,0.023474178,0.040697674,0.135053111,0.117216117,0.123674912,0,0.151515152,0.137931034,0.428571429,0.136645963,,0,12,12,0.37043074,0.62956926,0
ter4,1,4,1,5,,0.056743656,0.025128205,0.010954617,0.058139535,0.329286798,0.168498168,0.183745583,0.4,0.454545455,0.034482759,0.457142857,0.173913043,,0,16,16,0.01389051,0.98610949,0
ter5,1,4,0,9,,0.19261477,0.017435897,0.026604069,0.052325581,0.218512898,0.216117216,0.208480565,0.6,0.121212121,0.022988506,0.457142857,0.242236025,,0,13,13,0.128938877,0.871061123,0
ter1,1,2,0,9,,0.064157399,0.015897436,0.014084507,0.040697674,0.15477997,0.10989011,0.098939929,0.4,0.151515152,0.16091954,0.4,0.124223602,,0,15,15,0.052566161,0.947433839,0
ter1,1,4,0,4,,0.168947819,0.161025641,0.029733959,0.029069767,0.270106222,0.201465201,0.219081272,0.4,0.151515152,0.011494253,0.914285714,0.801242236,,0,13,13,0.225885995,0.774114005,0
ter2,1,4,0,9,,0.0071286,0.051282051,0.001564945,0,0.062215478,0.032967033,0.060070671,0.4,0.121212121,0.505747126,0.4,0.614906832,,1,5,5,0.939483387,0.939483387,1
ter1,1,4,0,2,,0.116196179,0.036410256,0.023474178,0.122093023,0.071320182,0.043956044,0.049469965,0.2,0.121212121,0.379310345,0.485714286,0.440993789,,0,12,12,0.247898029,0.752101971,0
ter3,1,7,1,4,,0.118619903,0.017435897,0.037558685,0.11627907,0.077389985,0.029304029,0.038869258,0,0.060606061,0.781609195,0.142857143,0.142857143,,0,14,14,0.079018589,0.920981411,0
ter5,1,4,0,9,,0.124037639,0.002564103,0.009389671,0.034883721,0.430955994,0.293040293,0.318021201,0.6,0.393939394,0,0.514285714,0.086956522,,0,15,15,0.026381218,0.973618782,0
ter2,1,4,1,2,,0.152552039,0.035897436,0.051643192,0.139534884,0.26707132,0.282051282,0.307420495,0.6,0.060606061,0.034482759,0.285714286,0.391304348,,1,10,10,0.670102019,0.670102019,1
ter2,0,2,0,9,,0.145566011,0.099487179,0.018779343,0.040697674,0.101669196,0.113553114,0.144876325,0.6,0.151515152,0.068965517,0.457142857,0.757763975,,0,18,18,0.001343029,0.998656971,0
ter3,1,4,0,3,,0.124893071,0.008205128,0.031298905,0.139534884,0.344461305,0.161172161,0.116607774,0.2,0.181818182,0.08045977,0.257142857,0.074534161,,0,13,13,0.126079421,0.873920579,0
ter2,1,7,0,9,,0.031223268,0.022564103,0.012519562,0.058139535,0.188163885,0.098901099,0.113074205,0.4,0.393939394,0.045977011,0.314285714,0.298136646,,0,12,12,0.331482579,0.668517421,0
ter2,0,4,1,8,,0.114057599,0.031794872,0.015649452,0.040697674,0.037936267,0.025641026,0.024734982,0.4,0.151515152,0.632183908,0.314285714,0.453416149,,0,15,15,0.044988777,0.955011223,0
ter2,0,7,1,8,,0.097946963,0.038974359,0.015649452,0.046511628,0.118361153,0.080586081,0.060070671,0.4,0.242424242,0.126436782,0.257142857,0.48447205,,0,15,15,0.031153733,0.968846267,0
ter4,1,2,0,3,,0.024807528,0.037948718,0.001564945,0.01744186,0.150227618,0.080586081,0.091872792,0,0.060606061,0.32183908,0.542857143,0.422360248,,0,14,14,0.073614737,0.926385263,0
ter5,1,4,1,8,,0.065297975,0.024102564,0.00312989,0.029069767,0.192716237,0.128205128,0.159010601,0.6,0.181818182,0.08045977,0.371428571,0.285714286,,0,14,14,0.109797181,0.890202819,0
ter2,1,5,1,4,,0.184488167,0.00974359,0.062597809,0.110465116,0.091047041,0.076923077,0.060070671,0,0.242424242,0.275862069,0.314285714,0.155279503,,1,6,6,0.913674883,0.913674883,1
ter1,1,7,1,6,,0.164528087,0.027179487,0.029733959,0.098837209,0.138088012,0.120879121,0.060070671,0.6,0.212121212,0.471264368,0.171428571,0.242236025,,0,17,17,0.007468501,0.992531499,0
ter1,1,5,1,4,,0.040205304,0.066666667,0.006259781,0.034883721,0.204855842,0.186813187,0.074204947,0.6,0.090909091,0.298850575,0.314285714,0.48447205,,0,15,15,0.049032231,0.950967769,0
ter2,0,3,1,8,,0.163957799,0.024615385,0.021909233,0.075581395,0.248861912,0.216117216,0.243816254,0.4,0.212121212,0.057471264,0.314285714,0.223602484,,0,15,15,0.022132606,0.977867394,0
ter5,1,4,0,8,,0.159965783,0.018974359,0.042253521,0.13372093,0.091047041,0.073260073,0.056537102,0.4,0.727272727,0.448275862,0.485714286,0.186335404,,0,18,18,0.002294016,0.997705984,0
ter4,1,7,0,1,,0.167236955,0.024102564,0.020344288,0.029069767,0.065250379,0.06959707,0.102473498,0.4,0.090909091,0.390804598,0.714285714,0.285714286,,0,20,20,7.54983E-05,0.999924502,0
ter5,1,1,1,8,,0.198175078,0.084615385,0.043818466,0.110465116,0.405159332,0.454212454,0.473498233,0.4,0.121212121,0,0.228571429,0.422360248,,0,14,14,0.10328979,0.89671021,0
ter4,1,7,1,9,,0.236526946,0.336923077,1.061032864,0.191860465,0.216995448,0.161172161,0.190812721,1,0.212121212,0.034482759,0.428571429,0.335403727,,0,17,17,0.006932037,0.993067963,0
ter3,1,4,0,1,,0.095380667,0.127692308,0.018779343,0.034883721,0.172989378,0.15018315,0.180212014,0,0.181818182,0.195402299,0.542857143,0.813664596,,1,10,10,0.675946187,0.675946187,1
ter5,1,4,0,8,,0.110778443,0.031794872,0.017214397,0.052325581,0.368740516,0.238095238,0.190812721,0.4,0.151515152,0.011494253,0.6,0.360248447,,0,12,12,0.319953052,0.680046948,0
ter1,0,1,1,8,,0.126176219,0.010769231,0.026604069,0.063953488,0.148710167,0.106227106,0.123674912,0.4,0.181818182,0.126436782,0.428571429,0.099378882,,0,20,20,5.50782E-05,0.999944922,0
ter5,1,4,1,9,,0.251211862,0.020512821,0.042253521,0.168604651,0.33383915,0.186813187,0.16254417,0.4,0.181818182,0.172413793,0.285714286,0.211180124,,0,13,13,0.140942553,0.859057447,0
ter1,0,2,1,8,,0.134730539,0.007179487,0.015649452,0.040697674,0.201820941,0.135531136,0.159010601,0.6,0.121212121,0.195402299,0.542857143,0.049689441,,0,20,20,3.63148E-05,0.999963685,0
ter5,1,3,0,9,,0.074422583,0.012820513,0.018779343,0.13372093,0.141122914,0.098901099,0.127208481,0.4,0.060606061,0.068965517,0.342857143,0.260869565,,0,14,14,0.087417975,0.912582025,0
ter2,1,3,1,2,,0.076276019,0.016410256,0.018779343,0.029069767,0.103186646,0.076923077,0.084805654,0.6,0.060606061,0.103448276,0.714285714,0.111801242,,0,17,17,0.003955123,0.996044877,0
ter3,1,4,1,9,,0.148987739,0.02974359,0.017214397,0.063953488,0.254931715,0.238095238,0.250883392,0.4,0.696969697,0.022988506,0.4,0.440993789,,0,15,15,0.050808128,0.949191872,0
ter5,1,2,1,8,,0.103364699,0.015384615,0.014084507,0.046511628,0.148710167,0.087912088,0.053003534,0.6,0.060606061,0.195402299,0.457142857,0.086956522,,0,18,18,0.001176878,0.998823122,0
ter1,1,4,0,8,,0.186626747,0.016923077,0.045383412,0.087209302,0.182094082,0.179487179,0.208480565,0.8,0.090909091,0.103448276,0.371428571,0.260869565,,0,12,12,0.329773203,0.670226797,0
ter5,1,7,1,8,,0.117479327,0.135384615,0.026604069,0.058139535,0.245827011,0.336996337,0.279151943,0.6,0.151515152,0.022988506,0.485714286,0.695652174,,0,16,16,0.015254447,0.984745553,0
ter1,1,4,1,2,,0.050755632,0.051282051,0.025039124,0.13372093,0.15477997,0.168498168,0.102473498,0.4,0.151515152,0.298850575,0.457142857,0.453416149,,0,14,14,0.05767722,0.94232278,0
ter1,1,4,1,9,,0.042629028,0.051794872,0.004694836,0.023255814,0.33383915,0.197802198,0.180212014,0.2,0.424242424,0.034482759,0.485714286,0.360248447,,1,8,8,0.852859549,0.852859549,1
ter5,1,1,1,7,,0.061448532,0.110769231,0.00312989,0.029069767,0.248861912,0.274725275,0.268551237,0,0.121212121,0.045977011,0.228571429,0.608695652,,1,8,8,0.817079974,0.817079974,1
ter1,1,6,1,9,,0.074850299,0.073846154,0.017214397,0.104651163,0.245827011,0.168498168,0.19434629,0.4,0.303030303,0.034482759,0.457142857,0.49068323,,0,13,13,0.2256494,0.7743506,0
ter1,0,4,1,1,,0.216994582,0.021538462,0.086071987,0.244186047,0.256449165,0.285714286,0.176678445,0.4,0.090909091,0.091954023,0.285714286,0.273291925,,0,19,19,0.000406156,0.999593844,0
ter3,0,7,1,2,,0.287710294,0.035384615,0.06885759,0.203488372,0.128983308,0.054945055,0.060070671,0.6,0.272727273,0.298850575,0.2,0.285714286,,0,20,20,4.02125E-06,0.999995979,0
ter2,1,3,0,8,,0.118762475,0.044615385,0.014084507,0.110465116,0.216995448,0.194139194,0.222614841,0.4,0.181818182,0.068965517,0.485714286,0.397515528,,1,7,7,0.872960505,0.872960505,1
ter2,0,7,0,8,,0.292272598,0.040512821,0.053208138,0.145348837,0.104704097,0.091575092,0.088339223,0.6,0.151515152,0.275862069,0.457142857,0.416149068,,0,19,19,0.000257019,0.999742981,0
ter3,1,4,1,6,,0.153692615,0.037435897,0.014084507,0.040697674,0.233687405,0.197802198,0.127208481,0.4,0.121212121,0.045977011,0.428571429,0.51552795,,1,11,11,0.546334738,0.546334738,1
ter3,1,4,0,5,,0.082549187,0.057435897,0.004694836,0.01744186,0.057663126,0.018315018,0.014134276,0.6,0.151515152,0.609195402,0.371428571,0.48447205,,0,16,16,0.012345423,0.987654577,0
ter2,0,2,0,8,,0.136156259,0.025641026,0.012519562,0.034883721,0.150227618,0.139194139,0.127208481,0.8,0.393939394,0.137931034,0.4,0.279503106,,0,20,20,1.63981E-05,0.999983602,0
ter2,1,7,0,8,,0.173652695,0.019487179,0.042253521,0.220930233,0.057663126,0.047619048,0.067137809,0,0.121212121,0.540229885,0.342857143,0.254658385,,1,8,8,0.823869857,0.823869857,1
ter5,0,2,0,9,,0.142144283,0.055897436,0.040688576,0.139534884,0.374810319,0.399267399,0.233215548,0.6,0.515151515,0,0.342857143,0.472049689,,0,20,20,1.00735E-05,0.999989926,0
ter2,0,7,0,9,,0.268320502,0.019487179,0.029733959,0.110465116,0.218512898,0.19047619,0.141342756,0.6,0.212121212,0.103448276,0.742857143,0.217391304,,0,19,19,0.00014879,0.99985121,0
ter1,0,4,0,7,,0.094810379,0.039487179,0.020344288,0.093023256,0.072837633,0.073260073,0.035335689,0.6,0.303030303,0.666666667,0.542857143,0.49068323,,0,19,19,0.000143315,0.999856685,0
ter5,1,4,1,3,,0.290134018,0.034871795,0.139280125,0.180232558,0.206373293,0.106227106,0.134275618,0.8,0.393939394,0.103448276,0.342857143,0.130434783,,0,20,20,4.80782E-05,0.999951922,0
ter4,1,5,1,8,,0.197319646,0.036410256,0.045383412,0.180232558,0.15477997,0.153846154,0.09540636,0.4,0.121212121,0.310344828,0.371428571,0.409937888,,0,14,14,0.109786086,0.890213914,0
ter1,1,7,1,9,,0.077559167,0.014358974,0.004694836,0.023255814,0.083459788,0.036630037,0.03180212,0.4,0,0.333333333,0.942857143,0.149068323,,0,18,18,0.001097221,0.998902779,0
ter5,1,4,0,7,,0.018106644,0.048717949,0.00312989,0.005813953,0.034901366,0.058608059,0.045936396,0,0.151515152,0.436781609,0.285714286,0.639751553,,1,4,4,0.960605118,0.960605118,1
ter5,1,4,1,9,,0.19404049,0.055897436,0.020344288,0.145348837,0.201820941,0.139194139,0.123674912,0.2,0.212121212,0.137931034,0.314285714,0.50931677,,1,10,10,0.646135618,0.646135618,1
ter1,1,5,1,9,,0.129883091,0.012307692,0.051643192,0.104651163,0.062215478,0.025641026,0.014134276,0.2,0.242424242,0.850574713,0.428571429,0.111801242,,0,13,13,0.18848497,0.81151503,0
ter1,0,4,0,9,,0.196036498,0.032820513,0.017214397,0.052325581,0.40060698,0.212454212,0.190812721,0.4,0.060606061,0.011494253,0.342857143,0.372670807,,0,14,14,0.054573262,0.945426738,0
ter2,1,1,1,2,,0.036213288,0.01025641,0.007824726,0.023255814,0.160849772,0.102564103,0.091872792,0.4,0.272727273,0.436781609,0.371428571,0.173913043,,0,18,18,0.001295827,0.998704173,0
ter4,1,2,1,8,,0.091816367,0.006153846,0.026604069,0.034883721,0.174506829,0.095238095,0.127208481,0.4,0.090909091,0.126436782,0.114285714,0.074534161,,0,15,15,0.023889474,0.976110526,0
ter3,0,6,0,3,,0.748788138,0.183589744,0.593114241,0.546511628,0.097116844,0.15018315,0.060070671,1,0.060606061,0.091954023,0.4,0.422360248,,0,20,20,1.42353E-05,0.999985765,0
ter3,1,2,1,8,,0.05417736,0.021538462,0,0.011627907,0.17754173,0.135531136,0.081272085,0.2,0.181818182,0.091954023,0.257142857,0.397515528,,0,13,13,0.165616755,0.834383245,0
ter3,1,1,1,8,,0.034359852,0.042564103,0.001564945,0.01744186,0.051593323,0.058608059,0.067137809,0,0.212121212,0.471264368,0.057142857,0.391304348,,0,12,12,0.251475503,0.748524497,0
ter4,1,5,1,8,,0.058882236,0.005641026,0.00312989,0.011627907,0.191198786,0.197802198,0.148409894,0.4,0.242424242,0.045977011,0.6,0.055900621,,0,16,16,0.0147262,0.9852738,0
ter3,1,1,0,8,,0.246221842,0.03025641,0.015649452,0.063953488,0.327769347,0.3003663,0.325088339,0.6,0.090909091,0.022988506,0.571428571,0.329192547,,0,18,18,0.002263373,0.997736627,0
ter1,1,4,1,8,,0.190191046,0.024615385,0.031298905,0.063953488,0.122913505,0.095238095,0.074204947,0,0.212121212,0.356321839,0.314285714,0.298136646,,1,3,3,0.981671788,0.981671788,1
ter2,1,6,0,8,,0.189478186,0.076923077,0.048513302,0.244186047,0.352048558,0.263736264,0.166077739,0.4,0.090909091,0.08045977,0.257142857,0.627329193,,1,9,9,0.773348709,0.773348709,1
ter1,1,5,0,2,,0.477045908,0.084615385,0.082942097,0.273255814,0.084977238,0.076923077,0.109540636,0.4,0.121212121,0.32183908,0.457142857,0.559006211,,0,16,16,0.010795218,0.989204782,0
ter2,1,5,0,5,,0.081123467,0.004102564,0.009389671,0.058139535,0.112291351,0.117216117,0.060070671,0.4,0.181818182,0.402298851,0.371428571,0.049689441,,0,13,13,0.150472478,0.849527522,0
ter5,0,4,0,9,,0.0285144,0.011794872,0.00312989,0.01744186,0.101669196,0.058608059,0.049469965,0,0.666666667,0.367816092,0.971428571,0.049689441,,0,17,17,0.002744908,0.997255092,0
ter2,0,4,1,9,,0.237952666,0.023589744,0.020344288,0.046511628,0.218512898,0.164835165,0.106007067,0.6,0.484848485,0.137931034,0.285714286,0.248447205,,0,17,17,0.004734896,0.995265104,0
ter2,1,5,1,9,,0.086826347,0.143589744,0.014084507,0.029069767,0.446130501,0.36996337,0.296819788,0.2,0.242424242,0.034482759,0.485714286,0.602484472,,1,3,3,0.986772521,0.986772521,1
ter1,1,2,1,7,,0.151839179,0.067692308,0.040688576,0.122093023,0.264036419,0.238095238,0.113074205,0.2,0.272727273,0.103448276,0.228571429,0.354037267,,0,12,12,0.334013397,0.665986603,0
ter2,1,7,1,1,,0.189620758,0.013333333,0.045383412,0.156976744,0.213960546,0.117216117,0.148409894,0,0.242424242,0.206896552,0.514285714,0.093167702,,0,14,14,0.088213202,0.911786798,0
ter1,1,4,0,9,,0.117336755,0.008717949,0.028169014,0.075581395,0.042488619,0.029304029,0.024734982,0.4,0.090909091,0.586206897,0.371428571,0.049689441,,0,12,12,0.356209201,0.643790799,0
ter2,1,4,1,9,,0.214428286,0.042051282,0.046948357,0.127906977,0.206373293,0.15018315,0.06360424,0.2,0.151515152,0.229885057,0.485714286,0.298136646,,1,3,3,0.984803918,0.984803918,1
ter1,1,5,0,4,,0.139577987,0.023076923,0.103286385,0.151162791,0.213960546,0.179487179,0.098939929,0,0.090909091,0.068965517,0.4,0.118012422,,1,7,7,0.8664312,0.8664312,1
ter5,1,4,1,8,,0.151696607,0.043589744,0.028169014,0.075581395,0.118361153,0.084249084,0.116607774,0.4,0.060606061,0.195402299,0.514285714,0.409937888,,0,11,11,0.461973641,0.538026359,0
ter1,1,5,0,3,,0.192044482,0.028205128,0.051643192,0.162790698,0.109256449,0.051282051,0.045936396,0.8,0.151515152,0.517241379,1,0.347826087,,0,18,18,0.001468526,0.998531474,0
ter1,1,6,0,8,,0.164670659,0.002051282,0.034428795,0.093023256,0.104704097,0.161172161,0.106007067,0.4,0.121212121,0.103448276,0.6,0.068322981,,0,16,16,0.020242784,0.979757216,0
ter3,1,1,1,4,,0.118192187,0.013846154,0.020344288,0.093023256,0.185128983,0.120879121,0.074204947,0.4,0.212121212,0.24137931,0.2,0.086956522,,0,20,20,6.8097E-05,0.999931903,0
ter3,1,2,1,5,,0.054605076,0.030769231,0.004694836,0.023255814,0.119878604,0.062271062,0.06360424,0,0.151515152,0.390804598,0.257142857,0.409937888,,0,12,12,0.304453807,0.695546193,0
ter2,1,7,1,9,,0.073139435,0.024615385,0.015649452,0.052325581,0.321699545,0.128205128,0.144876325,0.6,0.151515152,0.068965517,0.285714286,0.155279503,,0,14,14,0.106756194,0.893243806,0
ter3,0,3,0,0,,0.070002851,0.014358974,0.009389671,0.040697674,0.280728376,0.274725275,0.159010601,0.4,0.151515152,0.091954023,0.285714286,0.068322981,,0,20,20,8.72061E-06,0.999991279,0
ter4,1,2,1,8,,0.143142287,0.050769231,0.023474178,0.069767442,0.20030349,0.146520147,0.127208481,0.6,0.212121212,0.114942529,0.485714286,0.472049689,,0,18,18,0.001652645,0.998347355,0
ter1,1,3,1,9,,0.015397776,0.103076923,0.006259781,0.040697674,0.321699545,0.256410256,0.236749117,0.2,0.484848485,0,0.457142857,0.602484472,,1,10,10,0.653300491,0.653300491,1
ter1,1,4,0,7,,0.031936128,0.035897436,0.006259781,0.023255814,0.323216995,0.249084249,0.187279152,0.2,0.090909091,0.034482759,1,0.378881988,,1,11,11,0.534941543,0.534941543,1
ter3,1,1,1,9,,0.040347876,0.045641026,0.015649452,0.075581395,0.018209408,0.04029304,0.045936396,0.6,0.484848485,0.436781609,0.542857143,0.48447205,,0,20,20,7.98519E-05,0.999920148,0
ter5,1,2,1,2,,0.087966923,0.02974359,0.009389671,0.023255814,0.418816388,0.197802198,0.166077739,0.6,0.090909091,0.057471264,0.428571429,0.105590062,,0,20,20,8.75266E-05,0.999912473,0
ter5,0,3,1,8,,0.076418591,0.027179487,0.040688576,0.122093023,0.17754173,0.153846154,0.183745583,0,0.272727273,0.057471264,0.142857143,0.267080745,,0,13,13,0.149172536,0.850827464,0
ter5,1,3,0,8,,0.035500428,0.076410256,0.010954617,0.069767442,0.086494689,0.051282051,0.084805654,0.6,0.151515152,0.310344828,0.314285714,0.795031056,,0,15,15,0.045391527,0.954608473,0
ter1,1,7,1,6,,0.029654976,0.015897436,0.004694836,0.034883721,0.33383915,0.19047619,0.159010601,0,0.272727273,0.045977011,0.514285714,0.124223602,,1,9,9,0.774307646,0.774307646,1
ter5,1,5,0,4,,0.172226975,0.004615385,0.020344288,0.046511628,0.397572079,0.230769231,0.148409894,0.4,0.151515152,0.114942529,0.514285714,0.037267081,,0,17,17,0.002708835,0.997291165,0
ter2,1,4,0,9,,0.448103792,0.013846154,0.06885759,0.180232558,0.157814871,0.135531136,0.148409894,0,0.303030303,0.298850575,0.428571429,0.093167702,,1,2,2,0.993026028,0.993026028,1
ter3,1,7,1,5,,0.020530368,0.000512821,0.001564945,0.005813953,0.220030349,0.106227106,0.123674912,0.8,0.303030303,0.172413793,0.714285714,0.031055901,,0,20,20,4.38844E-06,0.999995612,0
ter5,1,4,0,2,,0.27245509,0.016410256,0.029733959,0.13372093,0.125948407,0.065934066,0.084805654,0,0.090909091,0.252873563,0.4,0.167701863,,0,11,11,0.499778181,0.500221819,0
ter2,1,2,1,9,,0.02566296,0.045128205,0.00312989,0.029069767,0.22306525,0.19047619,0.091872792,0.4,0.212121212,0.057471264,0.285714286,0.354037267,,0,11,11,0.421000574,0.578999426,0
ter2,1,3,1,9,,0.179783291,0.065128205,0.03599374,0.11627907,0.136570561,0.124542125,0.155477032,0.8,0.545454545,0.068965517,0.342857143,0.453416149,,0,15,15,0.02757203,0.97242797,0
ter1,1,5,1,9,,0.053607072,0.02,0.006259781,0.01744186,0.2215478,0.168498168,0.120141343,0.4,0.03030303,0.045977011,0.428571429,0.229813665,,0,11,11,0.462536021,0.537463979,0
ter2,1,3,0,4,,0.19974337,0.036410256,0.023474178,0.11627907,0.15629742,0.263736264,0.187279152,0.4,0.242424242,0.034482759,0.6,0.254658385,,0,14,14,0.060810457,0.939189543,0
ter5,0,2,0,6,,0.096663815,0.02,0.018779343,0.063953488,0.185128983,0.128205128,0.159010601,0,0.060606061,0.137931034,0.371428571,0.180124224,,0,17,17,0.005039568,0.994960432,0
ter5,1,4,1,8,,0.073994867,0.018974359,0.018779343,0.040697674,0.183611533,0.124542125,0.116607774,0.6,0.060606061,0.091954023,0.057142857,0.217391304,,0,15,15,0.023638364,0.976361636,0
ter1,0,4,1,8,,0.115625891,0.086666667,0.03286385,0.058139535,0.063732929,0.073260073,0.007067138,0.6,0.151515152,0.712643678,0.342857143,0.472049689,,0,18,18,0.001361023,0.998638977,0
ter4,1,4,1,7,,0.157969775,0.024615385,0.042253521,0.058139535,0.230652504,0.142857143,0.109540636,0.6,0.212121212,0.264367816,0.2,0.260869565,,0,14,14,0.056974016,0.943025984,0
ter4,1,3,1,9,,0.199885942,0.017435897,0.039123631,0.104651163,0.279210926,0.10989011,0.088339223,0.4,0.181818182,0.137931034,0.342857143,0.198757764,,0,15,15,0.037423993,0.962576007,0
ter4,1,1,0,9,,0.021243228,0.015384615,0.00312989,0.034883721,0.086494689,0.095238095,0.084805654,0.4,0.060606061,0.264367816,0.457142857,0.130434783,,0,18,18,0.001206916,0.998793084,0
ter4,1,5,1,8,,0.097946963,0.015897436,0.018779343,0.075581395,0.203338392,0.146520147,0.176678445,0.6,0.121212121,0.103448276,0.371428571,0.198757764,,0,15,15,0.039212433,0.960787567,0
